全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考
131024,1.31E+11,中央区,中央区休日応急診療所（精神障害者共同作業所を含む）,チュウオウクキュウジツオウキュウシンリョウジョ（セイシンショウガイシャキョウドウサギョウジョヲフクム）,,,,,,131024,,東京都中央区佃2-17-8,,,,,,35.664743,139.78484,,,,,,,,1040051,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,月島区民館,ツキシマクミンカン,,,,,,131024,,東京都中央区月島2-8-11,,,,,,35.663212,139.784619,,,,,,,,1040052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,月島区民館防災備蓄倉庫・月島第一小学校副拠点倉庫,ツキシマクミンカンボウサイビチクソウコ・ツキシマダイイチショウガッコウフクキョテンソウコ,,,,,,131024,,東京都中央区月島2-8-11,,,,,,35.663212,139.784619,,,,,,,,1040052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,浜町コミュニティルーム,ハマチョウコミュニティルーム,,,,,,131024,,東京都中央区日本橋浜町1-2-3,,,,,,35.689686,139.785452,,,,,,,,1030007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,セレモニーホール,セレモニーホール,,,,,,131024,,東京都中央区勝どき1-13-19,,,,,,35.66045,139.774701,,,,,,,,1040054,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,勝どきコミュニティルーム,カチドキコミュニティルーム,,,,,,131024,,東京都中央区勝どき1-13-19,,,,,,35.66045,139.774701,,,,,,,,1040054,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,浜町集会施設「浜町メモリアル」,ハマチョウシュウカイシセツ「ハマチョウメモリアル」,,,,,,131024,,東京都中央区日本橋浜町2-59-48,,,,,,35.687465,139.790368,,,,,,,,1030007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,水と緑の情報ギャラリー,ミズトミドリノジョウホウギャラリー,,,,,,131024,,東京都中央区日本橋浜町2-59-48,,,,,,35.687465,139.790368,,,,,,,,1030007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,十思スクエア別館,ジッシスクエアベッカン,,,,,,131024,,東京都中央区小伝馬町5-19,,,,,,35.690964,139.777354,,,,,,,,1030001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131024,1.31E+11,中央区,十思地域密着型特別養護老人ホーム,ジッシチイキミッチャクガタトクベツヨウゴロウジンホーム,,,,,,131024,,東京都中央区小伝馬町5-19,,,,,,35.690964,139.777354,,,,,,,,1030001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
